Student_ID,CP,DSA,DBMS,MP,COA,SE,CNS,OS,WEBDEV,AUTOMATA,Preference Of Elective,Alloted Elective,Marks In Alloted Elective,CGPA
SID20137763,80,92,75,69,87,91,77,48,62,78,CS,CS,49,75.9
SID20137396,47,42,79,49,66,40,96,70,48,98,IOT,IOT,73,63.5
SID20181771,41,98,58,88,95,79,74,46,94,99,ML,ML,100,77.2
SID20137405,84,91,68,99,100,55,95,97,78,66,NLP,NLP,92,83.3
SID20179314,77,81,85,92,84,85,82,41,74,58,AR_VR,AR_VR,95,75.9
SID20168088,58,90,56,72,76,90,42,97,92,85,CC,CC,79,75.8
SID20142921,56,54,98,94,89,78,73,56,93,68,CS,CS,92,75.9
SID20154604,93,85,70,56,81,48,100,90,61,74,AR_VR,AR_VR,43,75.8
SID20161608,54,94,98,87,54,68,42,98,89,74,CC,CC,93,75.8
SID20151175,70,88,81,51,48,65,87,73,100,96,CS,CS,44,75.9
SID20137473,66,52,48,54,72,63,65,99,86,60,IOT,IOT,54,66.5
SID20179743,70,92,95,56,88,76,96,66,54,76,ML,ML,59,76.9
SID20137561,99,55,61,75,96,48,51,88,86,61,NLP,NLP,83,72
SID20144017,76,92,62,80,57,93,72,70,98,57,AR_VR,AR_VR,95,75.7
SID20176540,45,63,47,77,90,99,68,70,100,99,CS,CS,43,75.8
SID20137639,62,90,95,77,74,90,74,42,91,46,IOT,IOT,68,74.1
SID20183930,98,100,90,51,64,45,76,98,58,89,ML,ML,74,76.9
SID20137672,57,82,59,50,90,81,46,98,67,76,NLP,NLP,92,70.6
SID20147063,94,86,55,96,43,75,44,98,72,94,AR_VR,AR_VR,49,75.7
SID20166839,86,73,41,82,90,52,98,91,59,86,CC,CC,79,75.8
SID20158944,96,48,61,93,100,96,87,78,40,58,CS,CS,83,75.7
SID20185105,80,54,83,73,94,83,88,82,55,64,AR_VR,AR_VR,51,75.6
SID20161970,76,89,66,86,88,78,68.2,55,97,47,CC,CC,62,75.02
SID20161919,94,74,65,99,83,75,45,55,86,81,CS,CS,50,75.7
SID20137844,47,57,66,79,76,62,72,53,42,43,IOT,IOT,49,59.7
SID20164645,76,49,95,94,82,42,92,44,97,97,ML,ML,62,76.8
SID20175426,88,98,68,80,72,93,45,88,54,82,ML,ML,41,76.8
SID20137917,73,50,79,63,76,55,87,58,77,58,NLP,NLP,40,67.6
SID20164543,84,92,47,98,75,75,43,88,81,72,AR_VR,AR_VR,71,75.5
SID20135687,56,91,90,72,92,73,64,88,80,51,CC,CC,79,75.7
SID20133442,74,91,65,83,92,100,53,53,60,85,CS,CS,97,75.6
SID20148913,94,86,43,100,50,91,50,80,74,86,AR_VR,AR_VR,69,75.4
SID20143941,73,94,66,98,96,64,49,49,97,71,CC,CC,87,75.7
SID20135291,98,99,40,83,87,91,41,70,48,99,CS,CS,58,75.6
SID20138022,45,60,51,95,44,93,60,62,71,77,IOT,IOT,55,65.8
SID20131433,93,62,87,96,97,81,23,63,86,79,ML,ML,78,76.7
SID20153049,60,88,99,100,81,55,74,73,51,75,CS,CS,87,75.6
SID20156673,97,89,86,68,99,91,40,45,90,48,AR_VR,AR_VR,100,75.3
SID20152437,88,81,73,88,48,85,82,80,48,84,CC,CC,82,75.7
SID20155638,52,99,100,67,99,72,45,78,83,61,CS,CS,75,75.6
SID20174480,92,89,59,84,47,65,70,90,67,90,AR_VR,AR_VR,44,75.3
SID20155423,61,98,44,96,94,71,75,48,96,74,CC,CC,68,75.7
SID20187721,94,66,82,99,97,57,77,50,65,69,CS,CS,93,75.6
SID20138176,88,65,74,65,67,79,45,44,53,41,IOT,IOT,42,62.1
SID20147806,74,94,77,66,72,87,95,52,65,85,ML,ML,87,76.7
SID20145547,100,87,53,68,100,78,45,85,65,74,CS,CS,75,75.5
SID20134016,47,93,52,91,94,61,99,61,56,97,AR_VR,AR_VR,93,75.1
SID20131151,78,91,83,70,74,73,95,83,69,40,CC,CC,85,75.6
SID20141494,93,58,82,89,66,73,100,67,45,83,CC,CC,77,75.6
SID20153669,87,78,43,91,100,44,81,70,74,87,CS,CS,66,75.5
SID20138311,74,62,82,84,60,46,95,75,49,95,IOT,IOT,64,72.2
SID20175664,70,85,45,95,63,92,54,87,99,77,ML,ML,54,76.7
SID20183070,88,60,60,62,44,93,93,83,81,91,CS,CS,91,75.5
SID20188224,86,90,44,92,93,68,89,55,58,75,AR_VR,AR_VR,43,75
SID20138428,82,87,94,47,93,43,94,99,53,63,CC,CC,98,75.5
SID20187004,41,84,82,59,79,77,81,95,88,69,CS,CS,73,75.5
SID20179902,77,95,75,85,62,56,52,90,65,92,AR_VR,AR_VR,73,74.9
SID20159242,97,90,90,80,48,81,42,67,75,85,CC,CC,44,75.5
SID20134156,95,96,75,56,77,64,98,59,80,54,CS,CS,44,75.4
SID20151538,44,71,73,81,88,99,57,75,100,78,ML,ML,99,76.6
SID20144524,88,92,58,71,77,73,53,78,64,100,CS,CS,77,75.4
SID20189140,84,70,95,64,90,85,63,43,87,68,AR_VR,AR_VR,47,74.9
SID20131823,97,90,56,87,87,96,47,85,42,67,CC,CC,56,75.4
SID20146046,82,63,46,67,98,92,70,91,94,51,CC,CC,44,75.4
SID20156409,95,54,98,85,92,70,89,52,45,73,CS,CS,50,75.3
SID20138514,74,57,83,42,72,60,56,72,83,51,IOT,IOT,74,65
SID20161535,78,68,96,55,87,85,58,76,99,46,AR_VR,AR_VR,90,74.8
SID20153877,68,76,92,76,68,99,67,78,80,50,CC,CC,46,75.4
SID20166433,65,67,42,96,72,100,84,84,64,80,CC,CC,42,75.4
SID20163583,99,70,71,97,66,56,97,66,76,55,CS,CS,84,75.3
SID20138574,51,69,46,70,69,83,44,64,41,49,IOT,IOT,75,58.6
SID20167409,88,54,99,73,77,69,91,88,73,54,ML,ML,66,76.6
SID20149991,96,82,68,66,65,63,85,83,98,47,CC,CC,46,75.3
SID20132300,96,85,92,57,42,97,92,76,74,41,CS,CS,73,75.2
SID20187368,79,65,51,71,95,99,74,83,85,46,AR_VR,AR_VR,96,74.8
SID20186984,76,83,96,74,50,75,88,56,77,78,CC,CC,44,75.3
SID20143437,67,91,84,89,48,44,71,78,89,91,CS,CS,91,75.2
SID20167925,96,99,84,51,68,64,57,90,78,78,ML,ML,61,76.5
SID20154737,52,58,88,79,72,88,67,91,82,75,CS,CS,86,75.2
SID20147162,81,42,93,82,72,63,79,89,49,96,AR_VR,AR_VR,60,74.6
SID20188786,73,55,75,47,69,88,82,76,98,90,CC,CC,100,75.3
SID20155671,91,88,99,92,43,49,91,61,50,88,CS,CS,57,75.2
SID20138829,92,90,58,54,52,82,51,40,73,57,IOT,IOT,78,64.9
SID20153618,50,88,64,73,73,85,92,84,65,90,ML,ML,78,76.4
SID20163801,68,47,96,79,68,64,67.7,72,100,83,CC,CC,92,74.47
SID20159087,61,89,69,95,60,43,77,99,69,90,CS,CS,66,75.2
SID20163318,93,65,52,82,66,53,47,97,92,99,AR_VR,AR_VR,77,74.6
SID20181179,68,95,75,77,58,91,40,80,96,72,CC,CC,79,75.2
SID20166360,41,63,99,85,57,84,75,77,81,90,CS,CS,45,75.2
SID20133032,82,66,100,57,63,93,69,73,50,98,CS,CS,22,75.1
SID20164596,81,48,84,55,85,78,69,95,99,50,AR_VR,AR_VR,43,74.4
SID20188361,94,75,97,91,83,58,52,41,90,71,CC,CC,45,75.2
SID20136307,40,94,86,91,62,98,58,73,79,70,CS,CS,62,75.1
SID20149391,42,76,73,81,72,90,99,69,79,81,ML,ML,66,76.2
SID20165903,46,92,47,73,52,90,86,92,84,89,CS,CS,72,75.1
SID20132992,84,95,48,98,60,75,68,43,90,82,AR_VR,AR_VR,84,74.3
SID20144361,95,85,61,100,79,21,70,97,99,44,CC,CC,65,75.1
SID20181200,77,87,47,79,57,88,94,90,66,66,CS,CS,80,75.1
SID20139017,88,47,62,61,86,53,86,53,41,45,IOT,IOT,51,62.2
SID20164926,73,48,71,81,59,99,86,78,73,93,ML,ML,56,76.1
SID20153824,51,75,90,66,91,69,98,46,87,77,CS,CS,67,75
SID20139081,92,100,49,52,69,72,63,90,91,50,IOT,IOT,66,72.8
SID20167593,55,63,82,53,92,90,70,82,91,83,ML,ML,57,76.1
SID20176782,71,64,80,91,68,53,57,96,83,88,CC,CC,96,75.1
SID20186513,100,79,86,54,56,52,49,97,88,88,CS,CS,42,74.9
SID20141126,85,73,71,91,56,90,69,76,61,71,AR_VR,AR_VR,70,74.3
SID20151274,64,96,88,95,66,42,94,72,68,65,CC,CC,68,75
SID20134683,83,48,66,71,59,96,97,47,82,99,CS,CS,50,74.8
SID20143081,66,77,93,89,73,80,99,53,55,63,CS,CS,63,74.8
SID20145133,93,81,71,88,81,66,47,70,68,78,AR_VR,AR_VR,21,74.3
SID20154760,55,40,100,95,78,72,90,73,86,61,CC,CC,92,75
SID20147569,67,73,79,70,95,70,89,40,91,74,CS,CS,42,74.8
SID20143056,66,96,70,74,99,76,96,65,49,69,ML,ML,87,76
SID20139243,92,49,81,64,53,53,52,62,74,68,IOT,IOT,90,64.8
SID20147491,88,99,52,65,81,74,54,92,97,58,ML,ML,57,76
SID20155170,67,41,97,85,78,98,74,66,91,51,CS,CS,92,74.8
SID20176597,56,73,98,66,74,97,74,40,90,75,AR_VR,AR_VR,55,74.3
SID20159513,100,58,72,77,88,64,67.5,98,75,43,CC,CC,49,74.25
SID20156286,89,69,78,64,98,81,50,50,87,82,CS,CS,84,74.8
SID20176935,98,96,40,93,47,98,79,100,40,52,AR_VR,AR_VR,70,74.3
SID20131331,98,56,53,77,91,71,89,84,68,62,CC,CC,69,74.9
SID20162792,98,89,92,84,59,75,67,72,55,57,CS,CS,73,74.8
SID20169866,81,97,55,80,85,40,76,82,97,67,ML,ML,45,76
SID20141561,73,88,91,89,40,72,95,73,66,60,CS,CS,69,74.7
SID20148583,40,78,76,72,79,100,83,93,52,69,AR_VR,AR_VR,75,74.2
SID20144286,47,42,100,82,93,86,60,87,74,78,CC,CC,96,74.9
SID20152819,93,82,60,86,51,80,79,55,85,78,CC,CC,61,74.9
SID20142116,93,42,72,58,87,50,90,84,74,97,CS,CS,66,74.7
SID20139587,77,51,58,65,48,40,62,45,60,85,IOT,IOT,89,59.1
SID20184743,93,67,86,88,89,41,85,66,67,78,ML,ML,42,76
SID20149854,72,76,63,93,92,70,72,84,75,51,CC,CC,96,74.8
SID20144887,57,84,65,87,84,58,73,95,47,97,CS,CS,61,74.7
SID20153228,69,59,40,71,89,95,99,53,88,79,AR_VR,AR_VR,66,74.2
SID20151828,74,98,88,93,63,64,78,45,89,56,CC,CC,55,74.8
SID20151948,44,89,63,81,76,73,70,94,60,97,CS,CS,94,74.7
SID20154299,83,89,65,88,71,57,93,86,53,74,ML,ML,74,75.9
SID20157564,46,82,47,97,99,56,53,88,79,100,CS,CS,91,74.7
SID20158021,69,92,91,75,53,75,23,96,83,85,AR_VR,AR_VR,97,74.2
SID20156449,76,73,47,55,81,80,88,76,80,92,CC,CC,58,74.8
SID20139597,65,53,67,81,42,94,100,94,70,80,CS,CS,69,74.6
SID20139691,68,49,69,75,57,74,44,90,72,79,IOT,IOT,57,67.7
SID20169371,69,92,88,81,75,70,58,90,80,56,ML,ML,78,75.9
SID20165305,96,62,61,87,87,93,99,56,58,49,CC,CC,80,74.8
SID20149769,50,97,82,65,72,62,73,73,92,80,CS,CS,65,74.6
SID20164784,63,77,72,97,58,80,98,100,40,55,AR_VR,AR_VR,29,74
SID20138952,93,63,78,91,63,77,58,67,97,60,CC,CC,95,74.7
SID20159558,99,59,99,90,41,47,51,89,77,94,CS,CS,98,74.6
SID20183652,42,49,82,94,85,82,83,84,84,61,CS,CS,44,74.6
SID20132388,70,82,75,93,81,75,64,55,60,84,AR_VR,AR_VR,75,73.9
SID20188430,85,77,88,77,85,71,88,60,59,57,CC,CC,76,74.7
SID20135146,92,46,80,90,85,68,99,47,41,97,CS,CS,72,74.5
SID20169653,75,61,82,74,89,99,77,88,66,48,ML,ML,85,75.9
SID20163764,97,72,65,48,97,57,89,83,57,80,CS,CS,91,74.5
SID20138360,75,60,61,91,70,100,96,65,79,41,AR_VR,AR_VR,85,73.8
SID20181952,70,86,65,41,79,73,92,94,70,76,CC,CC,95,74.6
SID20173333,68,96,74,92,62,65,61,88,86,53,CS,CS,41,74.5
SID20139880,43,89,70,77,55,88,88,43,56,93,IOT,IOT,65,70.2
SID20187828,89,73,52,67,98,76,82,55,84,83,ML,ML,91,75.9
SID20177893,96,69,56,84,49,98,80,74,87,52,CS,CS,63,74.5
SID20139938,100,85,53,73,84,55,70,73,55,72,IOT,IOT,91,72
SID20134143,59,56,81,97,54,84,80,98,57,79,CC,CC,61,74.5
SID20184308,91,82,48,97,24,96,49,82,84,92,CS,CS,40,74.5
SID20148396,74,66,92,100,47,64,93,61,66,75,AR_VR,AR_VR,89,73.8
SID20143232,84,75,71,41,90,75,51,72,89,97,CC,CC,77,74.5
SID20149144,55,100,58,67,89,45,95,62,91,82,CS,CS,66,74.4
SID20141286,65,90,84,83,96,70,74,84,76,64,IOT,IOT,83,78.6
SID20189915,50,54,55,93,63,99,76,99,98,72,ML,ML,89,75.9
SID20141309,67,44,85,88,79,79,57,44,85,69,NLP,NLP,76,69.7
SID20151170,78,85,51,99,71,67,76,76,90,45,AR_VR,AR_VR,67,73.8
SID20176003,84,52,78,98,85,60,81,56,68,82,CS,CS,65,74.4
SID20141432,52,55,63,100,84,43,95,66,40,69,IOT,IOT,96,66.7
SID20156639,96,98,57,92,55,67,68.3,44,100,74,ML,ML,83,75.13
SID20141478,91,74,83,48,23,45,60,85,40,65,NLP,NLP,100,61.4
SID20155197,50,84,43,89,49,97,80,79,99,68,AR_VR,AR_VR,90,73.8
SID20152987,82,56,75,75,83,97,85,67,63,62,CC,CC,95,74.5
SID20178877,78,93,71,61,99,80,63,46,98,55,CS,CS,56,74.4
SID20174961,74,75,63,91,53,75,65,86,65,91,AR_VR,AR_VR,90,73.8
SID20181359,92,62,47,71,56,83,94,95,69,76,CC,CC,59,74.5
SID20187703,66,98,92,82,57,80,51,84,47,87,CS,CS,99,74.4
SID20141591,43,83,70,68,75,41,52,84,67,40,IOT,IOT,60,62.3
SID20146091,92,46,75,73,89,42,99,79,89,74,ML,ML,69,75.8
SID20171255,97,72,82,40,78,58,94,76,90,71,ML,ML,86,75.8
SID20141639,90,50,46,50,63,85,90,51,88,46,NLP,NLP,89,65.9
SID20132245,50,47,42,92,79,76,93,89,78,91,AR_VR,AR_VR,96,73.7
SID20162976,95,77,77,49,60,92,81,65,55,94,CC,CC,42,74.5
SID20183416,55,86,85,79,59,61,89,88,88,53,CS,CS,40,74.3
SID20135280,56,73,47,92,88,95,72,65,88,61,AR_VR,AR_VR,56,73.7
SID20176988,61,66,53,69,87,76,78,98,84,72,CC,CC,51,74.4
SID20184351,71,72,90,56,76,40,71,90,99,78,CS,CS,78,74.3
SID20141740,52,54,90,60,48,50,68,60,89,42,IOT,IOT,49,61.3
SID20154519,40,74,83,98,97,84,97,40,63,81,ML,ML,77,75.7
SID20187635,80,82,81,72,72,45,66.8,63,95,78,CS,CS,95,73.48
SID20189590,91,56,71,72,54,75,42,94,93,89,AR_VR,AR_VR,68,73.7
SID20189227,100,46,60,96,87,89,50,60,82,74,CC,CC,74,74.4
SID20131804,81,54,71,70,78,74,98,94,42,80,CS,CS,85,74.2
SID20138144,86,73,63,100,67,52,53,77,88,77,AR_VR,AR_VR,50,73.6
SID20156272,92,73,76,100,74,86,63,89,47,43,CC,CC,61,74.3
SID20139360,66,79,96,64,86,83,64,73,78,53,CS,CS,58,74.2
SID20141886,76,88,49,89,68,89,80,57,55,85,IOT,IOT,86,73.6
SID20158196,73,80,91,86,94,48,96,65,58,66,ML,ML,73,75.7
SID20157032,62,99,42,75,64,84,81,54,82,99,CS,CS,59,74.2
SID20147589,59,45,53,81,100,65,80,99,81,73,AR_VR,AR_VR,59,73.6
SID20157004,58,54,99,73,72,92,42,70,86,97,CC,CC,73,74.3
SID20159750,98,89,44,45,88,67,91,73,85,63,CC,CC,73,74.3
SID20175781,54,85,76,99,54,56,52,94,82,90,CS,CS,42,74.2
SID20142097,57,40,53,65,61,47,81,89,40,71,IOT,IOT,100,60.4
SID20168875,93,96,79,52,92,97,68,48,54,78,ML,ML,46,75.7
SID20187593,59,58,61,98,93,91,92,76,60,54,CS,CS,92,74.2
SID20161367,98,76,55,82,99,40,97,70,71,48,AR_VR,AR_VR,54,73.6
SID20165806,95,99,98,81,50,69,51,68,76,56,CC,CC,62,74.3
SID20133729,100,70,73,99,87,70,43,63,85,51,CS,CS,77,74.1
SID20152525,56,75,75,91,96,59,80,43,76,84,AR_VR,AR_VR,59,73.5
SID20155081,80,68,46,67,91,56,87,87,91,69,CC,CC,44,74.2
SID20135731,82,50,63,96,99,56,90,77,59,69,CS,CS,59,74.1
SID20185661,97,95,91,94,83,66,54,80,57,40,ML,ML,67,75.7
SID20142778,94,59,45,91,70,51,67,89,85,90,CS,CS,60,74.1
SID20165001,66,47,74,80,88,76,73,86,97,47,AR_VR,AR_VR,75,73.4
SID20178945,79,80,69,68,62,52,58,99,89,86,CC,CC,47,74.2
SID20162531,84,71,100,56,57,95,57,70,96,55,CC,CC,72,74.1
SID20157572,84,64,78,98,56,69,97,77,61,57,CS,CS,87,74.1
SID20142404,51,41,76,100,47,71,96,94,46,70,IOT,IOT,60,69.2
SID20172801,88,65,76,75,85,50,64,72,65,94,AR_VR,AR_VR,82,73.4
SID20147670,89,76,89,50,61,92,72,61,77,73,CC,CC,49,74
SID20173681,93,78,97,64,71,67,80,19,95,76,CC,CC,78,74
SID20163311,61,91,100,79,44,65,49,89,88,75,CS,CS,90,74.1
SID20142447,68,66,81,99,56,20,54,50,100,84,IOT,IOT,64,67.8
SID20168634,98,75,80,57,91,69,40,82,66,98,ML,ML,55,75.6
SID20177178,73,100,89,60,96,43,60,61,88,70,CC,CC,45,74
SID20153585,78,92,59,80,61,83,53,66,91,77,CS,CS,50,74
SID20154135,71,76,67,48,97,59,75,92,94,54,AR_VR,AR_VR,42,73.3
SID20186203,77,82,74,47,78,65,100,81,47,89,CC,CC,50,74
SID20156528,61,80,68,78,51,94,97,72,67,72,CS,CS,83,74
SID20162145,98,70,45,89,79,96,59,88,54,77,ML,ML,54,75.5
SID20156800,85,72,98,72,81,93,81,64,52,42,CS,CS,49,74
SID20156776,46,100,93,40,43,54,100,94,69,94,AR_VR,AR_VR,87,73.3
SID20156875,42,93,89,57,92,77,88,97,63,41,CC,CC,53,73.9
SID20157181,46,88,92,88,82,91,66.6,72,59,48,CS,CS,98,73.26
SID20142582,46,77,100,84,90,94,74,83,91,52,IOT,IOT,46,79.1
SID20184893,90,81,90,49,60,92,71,90,60,71,ML,ML,78,75.4
SID20158222,68,64,80,84,99,82,69,63,52,78,CC,CC,53,73.9
SID20179777,49,81,85,98,45,64,99,98,69,52,CS,CS,82,74
SID20158776,78,86,77,45,93,78,42,51,85,98,AR_VR,AR_VR,90,73.3
SID20189367,53,74,94,70,85,93,80,57,63,70,CC,CC,23,73.9
SID20186158,84,60,76,100,51,62,75,95,51,86,CS,CS,67,74
SID20189757,65,43,94,87,70,69,82,77,86,67,CS,CS,62,74
SID20136281,43,93,92,50,59,82,65,79,76,93,AR_VR,AR_VR,77,73.2
SID20132530,89,93,49,82,76,62,80,61,50,96,CC,CC,64,73.8
SID20132777,70,41,55,70,92,79,89,89,66,88,CS,CS,81,73.9
SID20185252,73,89,74,62,87,76,47,66,92,88,ML,ML,52,75.4
SID20139578,91,75,79,87,82,78,98,42,58,49,CS,CS,59,73.9
SID20138696,63,40,94,93,54,94,54,82,76,81,AR_VR,AR_VR,42,73.1
SID20148348,64,76,62,61,78,77,64,95,68,93,CC,CC,44,73.8
SID20157091,57,44,70,80,94,55,93,73,77,96,CS,CS,45,73.9
SID20142883,41,71,68,98,55,20,75,60,43,42,IOT,IOT,80,57.3
SID20167752,50,95,99,69,96,55,67.8,51,80,83,ML,ML,55,74.58
SID20182597,86,59,73,63,94,79,75,43,72,95,CS,CS,41,73.9
SID20142944,42,72,77,80,88,74,59,55,59,62,IOT,IOT,43,66.8
SID20167740,63,54,77,75,83,94,52,97,93,65,ML,ML,85,75.3
SID20148150,90,69,73,82,65,100,92,47,47,72,CC,CC,52,73.7
SID20135573,67,70,76,55,100,54,98,50,70,98,CS,CS,53,73.8
SID20157305,92,95,90,49,44,92,59,99,47,64,AR_VR,AR_VR,67,73.1
SID20156693,95,51,52,79,85,58,44,99,80,94,CC,CC,96,73.7
SID20139670,66,99,58,69,54,80,88,100,62,62,CS,CS,77,73.8
SID20142442,80,63,85,100,79,58,90,44,76,63,CS,CS,53,73.8
SID20145232,82,82,55,74,54,71,75,90,69,78,AR_VR,AR_VR,43,73
SID20188020,79,84,50,94,60,82,70,69,55,94,CC,CC,40,73.7
SID20152486,70,86,88,85,51,54,95,60,78,71,CS,CS,49,73.8
SID20147259,77,78,80,62,81,68,77,93,88,48,ML,ML,62,75.2
SID20143064,47,55,59,68,56,75,99,19,100,47,IOT,IOT,50,62.5
SID20176918,55,81,90,88,73,97,50,55,80,82,ML,ML,89,75.1
SID20163199,42,21,87,86,94,87,90,52,83,96,CS,CS,81,73.8
SID20166177,40,84,64,77,85,86,93,59,76,66,AR_VR,AR_VR,89,73
SID20165891,50,67,58,100,90,81,75,66,71,79,CC,CC,66,73.7
SID20166799,55,100,47,66,46,90,59,75,100,100,CS,CS,55,73.8
SID20156982,57,49,69,83,75,83,82,92,91,48,AR_VR,AR_VR,72,72.9
SID20136154,89,84,66,58,68,98,91,67,53,62,CC,CC,56,73.6
SID20156326,77,67,48,98,62,54,94,50,97,90,CS,CS,86,73.7
SID20186084,83,92,87,81,54,87,43,48,94,82,ML,ML,86,75.1
SID20165687,69,42,98,44,95,96,79,46,76,92,CS,CS,56,73.7
SID20157854,100,86,49,84,68,75,43,57,86,81,AR_VR,AR_VR,69,72.9
SID20139190,90,91,90,95,90,40,46,91,49,54,CC,CC,98,73.6
SID20178175,69,98,67,55,97,68,84,57,72,69,CC,CC,49,73.6
SID20134723,91,46,86,88,43,79,51,80,86,86,CS,CS,89,73.6
SID20143272,62,40,59,52,69,89,82,100,58,48,IOT,IOT,69,65.9
SID20187041,56,95,52,85,89,64,100,96,58,56,ML,ML,74,75.1
SID20165029,78,83,96,49,42,72,99,66,95,56,CC,CC,98,73.6
SID20158871,83,70,74,64,78,59,90,70,94,54,CS,CS,79,73.6
SID20178666,84,58,94,71,44,78,45,64,93,98,AR_VR,AR_VR,64,72.9
SID20166558,86,47,74,100,50,73,76,71,74,85,CC,CC,93,73.6
SID20132012,46,98,96,73,53,74,84,78,76,57,CS,CS,40,73.5
SID20189835,93,55,74,84,68,71,100,72,63,71,ML,ML,46,75.1
SID20158224,76,61,50,88,41,73,99,88,69,90,CS,CS,49,73.5
SID20143425,72,70,91,57,89,81,94,82,80,90,IOT,IOT,66,80.6
SID20189926,66,67,61,66,60,95,98,79,86,73,ML,ML,88,75.1
SID20137174,67,54,91,65,80,91,92,68,72,55,CC,CC,79,73.5
SID20172787,84,58,55,93,87,46,74,71,85,82,CS,CS,66,73.5
SID20184405,85,55,42,67,77,100,67,64,91,81,AR_VR,AR_VR,92,72.9
SID20143032,40,82,68,57,73,95,93,51,99,77,CC,CC,56,73.5
SID20177745,48,96,65,73,77,44,98,52,86,96,CS,CS,79,73.5
SID20143642,67,63,70,42,50,89,71,96,95,91,CS,CS,91,73.4
SID20189495,50,86,81,92,48,88,59,54,86,85,AR_VR,AR_VR,60,72.9
SID20175620,45,81,56,93,43,90,73,100,55,99,CC,CC,55,73.5
SID20148351,56,77,82,45,91,64,67,74,92,86,CS,CS,42,73.4
SID20136006,73,62,82,99,45,84,85,58,78,84,ML,ML,54,75
SID20143727,73,90,53,79,56,48,88,51,92,67,IOT,IOT,76,69.7
SID20135870,81,99,74,46,93,62,46,89,77,82,ML,ML,55,74.9
SID20181767,91,45,72,88,54,85,85,84,82,48,CS,CS,88,73.4
SID20134601,96,50,65,87,70,94,69,65,53,79,AR_VR,AR_VR,55,72.8
SID20137931,55,97,54,55,99,87,57,89,83,58,CC,CC,51,73.4
SID20151518,70,91,82,41,78,58,66,99,63,85,CS,CS,67,73.3
SID20141485,93,70,75,70,62,55,68,60,82,93,AR_VR,AR_VR,56,72.8
SID20186661,92,85,72,88,75,88,90,52,42,50,CC,CC,80,73.4
SID20156893,61,92,72,50,54,66,99,88,80,71,CS,CS,61,73.3
SID20147719,58,44,92,92,97,74,67,93,56,76,ML,ML,69,74.9
SID20136266,89,47,97,59,68,41,65,99,82,85,CS,CS,52,73.2
SID20159556,53,72,61,77,56,94,96,72,87,60,AR_VR,AR_VR,96,72.8
SID20164607,79,46,80,78,45,89,78,43,96,100,CC,CC,62,73.4
SID20167171,75,76,85,86,79,75,45,48,66,99,CC,CC,91,73.4
SID20138923,66,63,69,67,69,58,82,83,82,93,CS,CS,57,73.2
SID20143955,49,97,45,94,40,54,76,41,94,92,IOT,IOT,52,68.2
SID20188426,61,82,96,94,58,84,53,49,72,100,ML,ML,60,74.9
SID20141798,46,88,77,53,46,99,73,80,81,90,CC,CC,21,73.3
SID20173994,74,64,97,80,50,70,84,69,98,46,CS,CS,59,73.2
SID20165481,62,71,78,63,84,97,83,71,59,60,AR_VR,AR_VR,59,72.8
SID20142066,52,70,96,90,53,96,94,43,61,78,CC,CC,84,73.3
SID20181955,76,79,66,83,53,91,63,51,92,78,CS,CS,89,73.2
SID20135684,98,83,43,97,61,71,79,94,76,46,ML,ML,76,74.8
SID20188790,88,68,94,29,90,97,50,45,92,79,CS,CS,70,73.2
SID20141326,61,57,60,70,97,77,96,77,76,56,AR_VR,AR_VR,84,72.7
SID20149261,55,69,64,95,94,61,90,71,77,57,CC,CC,53,73.3
SID20145581,98,66,58,90,81,57,62,63,90,66,CS,CS,50,73.1
SID20144243,58,88,61,90,65,75,52,64,57,76,IOT,IOT,50,68.6
SID20138204,54,92,80,43,49,92,99,96,100,43,ML,ML,41,74.8
SID20156779,93,88,52,85,100,62,65,71,88,29,CC,CC,45,73.3
SID20151302,89,69,82,94,64,75,66,51,90,51,CS,CS,29,73.1
SID20141830,86,85,55,89,45,88,77,77,73,52,AR_VR,AR_VR,40,72.7
SID20177354,88,56,89,76,54,50,61,84,83,92,CC,CC,91,73.3
SID20158111,75,45,51,89,77,71,87,77,63,96,CS,CS,49,73.1
SID20158291,72,93,53,59,98,69,66,95,73,53,CS,CS,79,73.1
SID20187171,75,75,100,76,85,57,80,40,77,62,AR_VR,AR_VR,89,72.7
SID20137380,89,90,76,92,61,67,69,45,85,58,CC,CC,63,73.2
SID20162562,72,62,76,94,91,98,62,75,58,43,CS,CS,90,73.1
SID20169199,77,50,60,100,88,65,98,69,42,99,ML,ML,70,74.8
SID20172499,67,75,65,86,77,93,69,69,88,42,CS,CS,82,73.1
SID20149152,62,74,74,72,92,59,62,69,73,89,AR_VR,AR_VR,61,72.6
SID20138588,61,98,42,67,78,57,96,71,62,100,CC,CC,67,73.2
SID20178788,96,61,85,86,45,70,90,80,67,51,CS,CS,50,73.1
SID20144569,72,80,62,96,94,46,87,60,99,44,IOT,IOT,63,74
SID20169650,90,67,55,43,67,100,85,93,70,78,ML,ML,45,74.8
SID20149456,73,75,81,45,51,86,95,86,49,89,CS,CS,82,73
SID20144610,67,48,49,63,68,80,61,93,90,45,IOT,IOT,98,66.4
SID20175222,90,71,72,53,99,73,54,95,77,64,ML,ML,90,74.8
SID20139698,87,57,57,84,60,98,91,64,54,80,CC,CC,97,73.2
SID20154254,58,99,79,85,70,40,95,77,82,45,CS,CS,94,73
